SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 14:24:45,websphere,websphere_server_45,1,14,4,1674570285000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 14:29:43,Application,Application_server_199,1,14,0,1674570583000000000,1
Total CPU Utilization = 60%,2023-01-24 14:34:10,Application,Application_server_465,1,14,0,1674570850000000000,1
Filesystem:  / is 70 full,2023-01-24 14:39:27,linux_ix86,linux_ix86_server_75,1,14,2,1674571167000000000,1
CHRONY : process is running successfully,2023-01-24 14:44:11,linux_ix86,linux_ix86_server_25,1,14,2,1674571451000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-24 14:48:59,dell-idrac,dell-idrac_server_10,1,14,1,1674571739000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 14:53:31,Application,Application_server_224,1,14,0,1674572011000000000,1
Current memory usage percentage is 60%,2023-01-24 14:58:09,Application,Application_server_440,1,14,0,1674572289000000000,1
Current memory usage percentage is 70%,2023-01-24 15:02:47,Application,Application_server_122,1,15,0,1674572567000000000,1
*CP01*nodeagent is missing,2023-01-24 15:07:48,websphere,websphere_server_22,1,15,4,1674572868000000000,1
splunkd is running successfully,2023-01-24 15:12:41,Application,Application_server_523,1,15,0,1674573161000000000,1
CHRONY : process is running successfully,2023-01-24 15:17:28,linux_ix86,linux_ix86_server_58,1,15,2,1674573448000000000,1
Process : nbsvcmon is running successfully,2023-01-24 15:22:22,Application,Application_server_23,1,15,0,1674573742000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 15:27:14,websphere,websphere_server_32,1,15,4,1674574034000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 15:32:13,Application,Application_server_438,1,15,0,1674574333000000000,1
"[MAN] Log /var/log/messages .049795-04:00 serverabc123 hp-ams[1234]: CRITICAL: Internal Storage Enclosure Device Failure (Bay 2, Box 5, Port 3I, Slot 1)",2023-01-24 15:37:02,linux_ix86,linux_ix86_server_142,1,15,2,1674574622000000000,1
Process : java is running successfully,2023-01-24 15:42:04,Application,Application_server_35,1,15,0,1674574924000000000,1
Process : java is running successfully,2023-01-24 15:47:57,Application,Application_server_361,1,15,0,1674575277000000000,1
Current memory usage percentage is 40%,2023-01-24 15:52:58,Application,Application_server_425,1,15,0,1674575578000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 15:57:56,Application,Application_server_55,1,15,0,1674575876000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - monitor procedure did not complete within the expected time.,2023-01-24 16:03:03,linux_ix86,linux_ix86_server_83,1,16,2,1674576183000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 16:07:53,websphere,websphere_server_5,1,16,4,1674576473000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 16:13:14,Application,Application_server_460,1,16,0,1674576794000000000,1
system: Processor Queue Length is 0,2023-01-24 16:18:04,ms_win,ms_win_server_96,1,16,3,1674577084000000000,1
Process : nbsl is running successfully,2023-01-24 16:22:39,Application,Application_server_101,1,16,0,1674577359000000000,1
CHRONY : process is running successfully,2023-01-24 16:27:12,linux_ix86,linux_ix86_server_94,1,16,2,1674577632000000000,1
system: Processor Queue Length is 0,2023-01-24 16:32:13,ms_win,ms_win_server_50,1,16,3,1674577933000000000,1
system: Processor Queue Length is 0,2023-01-24 16:37:07,ms_win,ms_win_server_75,1,16,3,1674578227000000000,1
[MAN] The PERC1 battery is high.,2023-01-24 16:42:10,dell-idrac,dell-idrac_server_31,1,16,1,1674578530000000000,1
Process : java is running successfully,2023-01-24 16:46:51,Application,Application_server_394,1,16,0,1674578811000000000,1
Process : nbsvcmon is running successfully,2023-01-24 16:52:12,Application,Application_server_271,1,16,0,1674579132000000000,1
Process : java is running successfully,2023-01-24 16:57:36,Application,Application_server_260,1,16,0,1674579456000000000,1
CHRONY : process is running successfully,2023-01-24 17:02:54,linux_ix86,linux_ix86_server_149,1,17,2,1674579774000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 17:07:40,Application,Application_server_90,1,17,0,1674580060000000000,1
Service: Domain Time Client is running,2023-01-24 17:12:41,ms_win,ms_win_server_48,1,17,3,1674580361000000000,1
Filesystem:  / is 70 full,2023-01-24 17:17:15,linux_ix86,linux_ix86_server_49,1,17,2,1674580635000000000,1
Filesystem:  / is 80 full,2023-01-24 17:22:27,linux_ix86,linux_ix86_server_129,1,17,2,1674580947000000000,1
Process : nbsl is running successfully,2023-01-24 17:27:36,Application,Application_server_102,1,17,0,1674581256000000000,1
CHRONY : process is running successfully,2023-01-24 17:32:42,linux_ix86,linux_ix86_server_44,1,17,2,1674581562000000000,1
*CP01*nodeagent is missing,2023-01-24 17:37:49,websphere,websphere_server_6,1,17,4,1674581869000000000,1
Process : nbsl is running successfully,2023-01-24 17:42:50,Application,Application_server_389,1,17,0,1674582170000000000,1
system: Processor Queue Length is 0,2023-01-24 17:47:47,ms_win,ms_win_server_49,1,17,3,1674582467000000000,1
Process : nbrmms is running successfully,2023-01-24 17:52:32,Application,Application_server_490,1,17,0,1674582752000000000,1
[MAN] The PERC1 battery is high.,2023-01-24 17:57:09,dell-idrac,dell-idrac_server_2,1,17,1,1674583029000000000,1
[MAN] The PERC1 battery is high.,2023-01-24 18:02:28,dell-idrac,dell-idrac_server_15,1,18,1,1674583348000000000,1
Process : nbrmms is running successfully,2023-01-24 18:07:33,Application,Application_server_293,1,18,0,1674583653000000000,1
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-24 18:12:36,linux_ix86,linux_ix86_server_59,1,18,2,1674583956000000000,1
Process : java is running successfully,2023-01-24 18:17:20,Application,Application_server_174,1,18,0,1674584240000000000,1
Total CPU Utilization = 50%,2023-01-24 18:22:39,Application,Application_server_5,1,18,0,1674584559000000000,1
*CP01*nodeagent is missing,2023-01-24 18:27:36,websphere,websphere_server_11,1,18,4,1674584856000000000,1
Service: enstart64 is running,2023-01-24 18:32:27,ms_win,ms_win_server_61,1,18,3,1674585147000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 18:37:42,Application,Application_server_330,1,18,0,1674585462000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 18:42:06,Application,Application_server_470,1,18,0,1674585726000000000,1
Process : nbsvcmon is running successfully,2023-01-24 18:47:10,Application,Application_server_96,1,18,0,1674586030000000000,1
Process : nbsl is running successfully,2023-01-24 18:51:21,Application,Application_server_289,1,18,0,1674586281000000000,1
Process : nbrmms is running successfully,2023-01-24 18:56:18,Application,Application_server_297,1,18,0,1674586578000000000,-1
Filesystem:  / is 80 full,2023-01-24 19:01:32,linux_ix86,linux_ix86_server_160,1,19,2,1674586892000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 19:06:36,Application,Application_server_137,1,19,0,1674587196000000000,1
Filesystem:  / is 85 full,2023-01-24 19:11:33,linux_ix86,linux_ix86_server_28,1,19,2,1674587493000000000,1
system: Processor Queue Length is 0,2023-01-24 19:16:25,ms_win,ms_win_server_97,1,19,3,1674587785000000000,1
system: Processor Queue Length is 0,2023-01-24 19:21:02,ms_win,ms_win_server_77,1,19,3,1674588062000000000,1
splunkd is running successfully,2023-01-24 19:25:55,Application,Application_server_306,1,19,0,1674588355000000000,1
Process : nbsvcmon is running successfully,2023-01-24 19:30:57,Application,Application_server_509,1,19,0,1674588657000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 19:35:56,websphere,websphere_server_12,1,19,4,1674588956000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 19:41:21,Application,Application_server_216,1,19,0,1674589281000000000,1
Total CPU Utilization = 50%,2023-01-24 19:46:32,Application,Application_server_74,1,19,0,1674589592000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 19:51:55,Application,Application_server_470,1,19,0,1674589915000000000,1
Process : nbsvcmon is running successfully,2023-01-24 19:57:08,Application,Application_server_194,1,19,0,1674590228000000000,1
CHRONY : process is running successfully,2023-01-24 20:02:08,linux_ix86,linux_ix86_server_86,1,20,2,1674590528000000000,1
Process : nbrmms is running successfully,2023-01-24 20:06:57,Application,Application_server_91,1,20,0,1674590817000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 20:11:17,Application,Application_server_366,1,20,0,1674591077000000000,1
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-24 20:16:49,linux_ix86,linux_ix86_server_155,1,20,2,1674591409000000000,1
splunkd is running successfully,2023-01-24 20:21:57,Application,Application_server_348,1,20,0,1674591717000000000,1
Process : nbsvcmon is running successfully,2023-01-24 20:27:07,Application,Application_server_102,1,20,0,1674592027000000000,1
splunkd is running successfully,2023-01-24 20:32:30,Application,Application_server_435,1,20,0,1674592350000000000,1
splunkd is running successfully,2023-01-24 20:37:20,Application,Application_server_109,1,20,0,1674592640000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 20:42:09,Application,Application_server_308,1,20,0,1674592929000000000,1
[MAN] The PERC1 battery is high.,2023-01-24 20:47:11,dell-idrac,dell-idrac_server_37,1,20,1,1674593231000000000,1
Process : java is running successfully,2023-01-24 20:51:49,Application,Application_server_374,1,20,0,1674593509000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 20:56:36,websphere,websphere_server_1,1,20,4,1674593796000000000,1
Current memory usage percentage is 70%,2023-01-24 21:01:13,Application,Application_server_18,1,21,0,1674594073000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-24 21:06:26,websphere,websphere_server_20,1,21,4,1674594386000000000,1
Current memory usage percentage is 60%,2023-01-24 21:11:30,Application,Application_server_333,1,21,0,1674594690000000000,1
system: Processor Queue Length is 0,2023-01-24 21:16:30,ms_win,ms_win_server_76,1,21,3,1674594990000000000,1
Process : nbrmms is running successfully,2023-01-24 21:21:30,Application,Application_server_235,1,21,0,1674595290000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 21:26:46,Application,Application_server_61,1,21,0,1674595606000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-24 21:31:25,linux_ix86,linux_ix86_server_44,1,21,2,1674595885000000000,1
system: Processor Queue Length is 21. Total Processor Time  is 95 percent,2023-01-24 21:36:08,ms_win,ms_win_server_98,1,21,3,1674596168000000000,1
Process : nbsl is running successfully,2023-01-24 21:41:15,Application,Application_server_286,1,21,0,1674596475000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 21:45:33,Application,Application_server_487,1,21,0,1674596733000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 21:50:44,Application,Application_server_281,1,21,0,1674597044000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 21:55:47,Application,Application_server_358,1,21,0,1674597347000000000,1
Process : P84xConnectorService is running successfully,2023-01-24 22:00:43,Application,Application_server_366,1,22,0,1674597643000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-24 22:05:38,linux_ix86,linux_ix86_server_84,1,22,2,1674597938000000000,1
Current memory usage percentage is 60%,2023-01-24 22:10:25,Application,Application_server_43,1,22,0,1674598225000000000,1
Process : TaskRoutingService is running successfully,2023-01-24 22:15:30,Application,Application_server_243,1,22,0,1674598530000000000,1
Current memory usage percentage is 80%,2023-01-24 22:20:44,Application,Application_server_27,1,22,0,1674598844000000000,1
Total CPU Utilization = 50%,2023-01-24 22:25:50,Application,Application_server_93,1,22,0,1674599150000000000,1
Filesystem:  / is 90 full,2023-01-24 22:30:51,linux_ix86,linux_ix86_server_133,1,22,2,1674599451000000000,1
"System:  Warning, system may have been rebooted.",2023-01-24 22:35:54,linux_ix86,linux_ix86_server_106,1,22,2,1674599754000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-24 22:40:47,Application,Application_server_298,1,22,0,1674600047000000000,-1
Process : nbsl is running successfully,2023-01-24 22:45:59,Application,Application_server_141,1,22,0,1674600359000000000,1
system: Processor Queue Length is 0,2023-01-24 22:51:18,ms_win,ms_win_server_95,1,22,3,1674600678000000000,1
Process : nbsl is running successfully,2023-01-24 22:56:17,Application,Application_server_285,1,22,0,1674600977000000000,-1
system: Processor Queue Length is 0,2023-01-24 23:00:48,ms_win,ms_win_server_36,1,23,3,1674601248000000000,1
Service: enstart64 is Stopped,2023-01-24 23:05:24,ms_win,ms_win_server_71,1,23,3,1674601524000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-24 23:10:26,linux_ix86,linux_ix86_server_146,1,23,2,1674601826000000000,1
CHRONY : process is running successfully,2023-01-24 23:14:58,linux_ix86,linux_ix86_server_28,1,23,2,1674602098000000000,1
Process : nbsvcmon is running successfully,2023-01-24 23:19:26,Application,Application_server_369,1,23,0,1674602366000000000,1
Service: enstart64 is running,2023-01-24 23:23:58,ms_win,ms_win_server_72,1,23,3,1674602638000000000,1
Process : nbsl is running successfully,2023-01-24 23:28:50,Application,Application_server_457,1,23,0,1674602930000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-24 23:33:43,linux_ix86,linux_ix86_server_69,1,23,2,1674603223000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-24 23:38:08,websphere,websphere_server_27,1,23,4,1674603488000000000,1
splunkd is running successfully,2023-01-24 23:43:33,Application,Application_server_483,1,23,0,1674603813000000000,1
Total CPU Utilization = 50%,2023-01-24 23:48:32,Application,Application_server_415,1,23,0,1674604112000000000,1
Filesystem:  / is 70 full,2023-01-24 23:53:15,linux_ix86,linux_ix86_server_53,1,23,2,1674604395000000000,1
